Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
-9.055;-3.337;0.513;6.181;2.040;-10.657;-4.641;-10.238;-17.477;-23.018;-11.698;-13.287;-7.571;-0.285;-0.828;-1.877;-11.691;2.239;-3.710;5.532;9.186;1.960;-7.277;-0.723;-8.157;-3.334;-1.338;0.844;0.428;7.867;13.218;3.483;11.337
-10.688;-4.144;0.020;6.290;2.528;-9.642;-4.399;-10.450;-18.107;-23.266;-12.755;-13.472;-7.994;-1.487;-1.988;-3.345;-13.832;0.770;-5.529;4.633;9.243;2.506;-6.341;-0.272;-7.921;-2.752;-1.233;0.312;-0.363;6.674;12.313;3.954;11.610
-11.779;-4.806;-0.280;6.567;3.309;-8.186;-3.854;-10.068;-17.989;-22.640;-13.761;-13.086;-8.104;-2.577;-3.020;-4.584;-15.782;-0.452;-6.851;3.976;9.654;3.477;-4.799;0.603;-7.052;-1.628;-0.709;0.130;-0.868;5.594;11.332;4.660;11.676
-12.555;-5.315;-0.397;6.962;4.378;-6.392;-3.079;-9.050;-17.166;-21.177;-14.649;-12.192;-7.950;-3.347;-3.807;-5.559;-17.427;-1.444;-7.701;3.586;10.380;4.876;-2.707;1.834;-5.644;-0.152;0.058;0.215;-1.108;4.606;10.294;5.530;11.531
-13.124;-5.631;-0.320;7.429;5.713;-4.353;-2.196;-7.382;-15.747;-18.978;-15.388;-10.839;-7.557;-3.584;-4.129;-6.102;-18.485;-2.092;-8.119;3.498;11.338;6.669;-0.149;3.372;-3.800;1.517;0.963;0.552;-1.005;3.778;9.289;6.543;11.285
-13.458;-5.711;-0.029;7.956;7.290;-2.113;-1.298;-5.029;-13.799;-16.142;-16.003;-9.088;-6.972;-3.220;-3.815;-6.028;-18.658;-2.215;-8.141;3.738;12.442;8.806;2.775;5.197;-1.622;3.271;1.964;1.166;-0.460;3.241;8.429;7.701;11.087
-13.594;-5.620;0.427;8.539;9.057;0.289;-0.417;-1.990;-11.384;-12.797;-16.488;-7.064;-6.311;-2.415;-2.932;-5.370;-17.937;-1.767;-7.883;4.222;13.559;11.151;5.917;7.232;0.733;4.978;2.999;2.010;0.484;3.047;7.726;8.910;10.954
-13.708;-5.550;0.915;9.162;10.930;2.764;0.482;1.613;-8.623;-9.141;-16.776;-4.949;-5.725;-1.460;-1.771;-4.387;-16.665;-0.901;-7.564;4.725;14.500;13.477;9.067;9.303;3.061;6.472;3.964;2.964;1.623;3.112;7.061;9.960;10.713
-13.900;-5.644;1.328;9.830;12.837;5.214;1.492;5.537;-5.686;-5.397;-16.805;-2.909;-5.304;-0.601;-0.636;-3.320;-15.286;0.170;-7.350;5.031;15.114;15.557;12.045;11.226;5.176;7.625;4.769;3.912;2.750;3.311;6.332;10.638;10.133
-13.988;-5.814;1.686;10.607;14.730;7.570;2.709;9.491;-2.736;-1.757;-16.597;-1.040;-5.034;0.085;0.345;-2.215;-14.053;1.341;-7.186;5.073;15.390;17.287;14.768;12.898;6.989;8.420;5.406;4.826;3.804;3.626;5.593;10.856;9.103
-13.620;-5.812;2.101;11.560;16.546;9.766;4.114;13.200;0.089;1.617;-16.188;0.618;-4.831;0.659;1.211;-0.971;-12.963;2.641;-6.864;4.931;15.431;18.679;17.216;14.310;8.495;8.925;5.937;5.749;4.845;4.167;5.025;10.678;7.704
-12.558;-5.440;2.664;12.678;18.172;11.705;5.520;16.425;2.647;4.548;-15.558;2.037;-4.619;1.211;2.055;0.500;-11.866;4.137;-6.207;4.717;15.339;19.769;19.349;15.476;9.707;9.225;6.426;6.730;5.950;5.063;4.811;10.248;6.138
-10.848;-4.674;3.396;13.856;19.476;13.269;6.688;18.983;4.801;6.867;-14.719;3.217;-4.342;1.792;2.946;2.179;-10.611;5.844;-5.170;4.502;15.133;20.557;21.083;16.404;10.631;9.390;6.918;7.772;7.142;6.350;5.045;9.730;4.657
-8.774;-3.637;4.233;14.925;20.357;14.353;7.424;20.786;6.462;8.487;-13.805;4.235;-3.939;2.425;3.917;3.962;-9.126;7.700;-3.847;4.300;14.743;20.986;22.321;17.114;11.300;9.506;7.466;8.853;8.411;7.956;5.737;9.293;3.536
-6.707;-2.540;5.031;15.671;20.722;14.834;7.561;21.801;7.582;9.434;-12.994;5.201;-3.374;3.085;4.928;5.711;-7.443;9.594;-2.439;4.082;14.033;20.934;22.959;17.625;11.774;9.665;8.132;9.943;9.724;9.762;6.847;9.081;3.029
-5.008;-1.616;5.585;15.879;20.454;14.563;6.960;21.994;8.114;9.793;-12.390;6.143;-2.688;3.677;5.848;7.263;-5.737;11.368;-1.200;3.785;12.862;20.232;22.872;17.915;12.085;9.912;8.915;10.983;10.980;11.627;8.293;9.132;3.286
-4.037;-1.122;5.662;15.378;19.435;13.411;5.561;21.315;7.997;9.630;-11.980;6.974;-1.999;4.070;6.489;8.399;-4.364;12.791;-0.403;3.311;11.132;18.723;21.921;17.892;12.203;10.212;9.719;11.866;11.989;13.382;9.932;9.344;4.274
-4.100;-1.282;5.069;14.085;17.595;11.334;3.438;19.733;7.180;8.971;-11.669;7.560;-1.436;4.178;6.708;8.865;-3.749;13.590;-0.262;2.572;8.837;16.341;20.018;17.430;12.057;10.455;10.381;12.454;12.536;14.833;11.569;9.516;5.789
-8.129;-1.368;-2.675;-3.501;-8.482;-15.450;-9.162;-4.179;6.368;5.238;3.259;-2.308;-0.662;-0.436;-2.469;-2.771;-11.108;-8.503;-3.289;2.879;3.011;-0.104;-2.377;5.690;-0.079;-1.420;-2.773;-4.406;-8.353;-6.948;0.190;4.021;4.357
-6.528;0.327;-1.161;-2.523;-8.946;-17.447;-9.101;-6.063;4.948;3.768;1.642;-3.997;-1.144;-0.192;-1.072;-1.021;-10.438;-7.166;-1.145;4.674;4.357;0.260;-2.594;6.047;-0.149;-0.814;-1.853;-3.123;-6.684;-5.200;2.428;4.637;5.657
-4.879;1.964;0.262;-1.621;-9.390;-19.377;-8.978;-8.131;3.406;2.510;0.535;-5.031;-1.230;0.298;0.506;0.900;-9.327;-5.640;0.992;6.438;5.495;0.471;-2.935;6.385;0.145;0.098;-0.614;-1.562;-4.833;-3.488;4.477;5.075;6.501
-3.540;3.242;1.301;-1.044;-9.914;-21.315;-8.970;-10.330;1.668;1.290;0.126;-5.515;-1.055;0.887;2.030;2.747;-7.893;-4.134;2.737;7.891;6.175;0.385;-3.555;6.550;0.657;1.141;0.759;0.096;-3.012;-2.009;6.057;5.267;6.861
-2.745;3.987;1.837;-0.873;-10.501;-23.162;-9.124;-12.435;-0.141;0.055;0.252;-5.567;-0.732;1.468;3.364;4.342;-6.382;-2.817;3.892;8.857;6.346;0.013;-4.436;6.507;1.283;2.192;2.117;1.696;-1.390;-0.834;7.064;5.282;6.897
-2.542;4.221;1.959;-1.001;-10.998;-24.638;-9.367;-14.129;-1.782;-1.125;0.499;-5.272;-0.302;2.010;4.467;5.579;-5.044;-1.770;4.496;9.336;6.161;-0.486;-5.390;6.333;1.983;3.224;3.392;3.125;-0.058;0.071;7.580;5.298;6.885
-2.837;4.085;1.832;-1.257;-11.239;-25.457;-9.565;-15.211;-3.112;-2.188;0.499;-4.735;0.173;2.456;5.241;6.327;-4.086;-1.059;4.733;9.417;5.837;-0.949;-6.208;6.093;2.679;4.194;4.499;4.237;0.876;0.704;7.736;5.447;7.019
-3.458;3.722;1.572;-1.530;-11.160;-25.487;-9.574;-15.709;-4.188;-3.160;0.112;-4.121;0.552;2.694;5.495;6.419;-3.633;-0.751;4.787;9.183;5.526;-1.304;-6.810;5.752;3.216;4.976;5.276;4.831;1.253;0.989;7.600;5.700;7.290
-4.142;3.256;1.263;-1.748;-10.768;-24.722;-9.318;-15.773;-5.130;-4.092;-0.595;-3.576;0.687;2.638;5.080;5.818;-3.642;-0.819;4.815;8.737;5.329;-1.526;-7.206;5.237;3.458;5.436;5.579;4.764;0.986;0.898;7.224;5.940;7.578
-4.579;2.823;1.014;-1.820;-10.059;-23.189;-8.817;-15.518;-5.980;-4.987;-1.443;-3.170;0.495;2.262;4.024;4.695;-3.899;-1.101;4.963;8.234;5.336;-1.571;-7.396;4.517;3.369;5.509;5.374;4.045;0.162;0.517;6.689;6.065;7.771
-4.593;2.487;0.881;-1.707;-9.045;-20.965;-8.140;-15.013;-6.722;-5.818;-2.210;-2.910;-0.039;1.523;2.486;3.263;-4.173;-1.416;5.266;7.780;5.531;-1.450;-7.403;3.587;2.970;5.192;4.725;2.811;-1.032;-0.057;6.029;5.976;7.758
-4.301;2.136;0.760;-1.508;-7.813;-18.208;-7.364;-14.314;-7.337;-6.559;-2.662;-2.770;-0.880;0.352;0.625;1.607;-4.356;-1.687;5.548;7.325;5.701;-1.308;-7.332;2.419;2.269;4.510;3.752;1.260;-2.417;-0.819;5.164;5.542;7.407
-3.978;1.584;0.468;-1.392;-6.473;-15.087;-6.545;-13.402;-7.749;-7.141;-2.678;-2.649;-1.905;-1.237;-1.418;-0.273;-4.444;-1.928;5.529;6.731;5.576;-1.324;-7.283;1.025;1.305;3.551;2.646;-0.347;-3.841;-1.772;4.000;4.676;6.649
-3.798;0.743;-0.078;-1.464;-5.071;-11.696;-5.680;-12.134;-7.788;-7.411;-2.364;-2.371;-2.915;-3.065;-3.457;-2.300;-4.452;-2.150;5.039;5.928;5.035;-1.541;-7.235;-0.476;0.192;2.479;1.636;-1.728;-5.152;-2.823;2.580;3.431;5.574
-3.778;-0.331;-0.826;-1.730;-3.593;-8.044;-4.730;-10.331;-7.285;-7.208;-1.967;-1.793;-3.708;-4.839;-5.270;-4.276;-4.405;-2.354;4.072;4.951;4.153;-1.856;-7.049;-1.911;-0.915;1.455;0.899;-2.665;-6.210;-3.792;1.072;1.976;4.388
-3.883;-1.487;-1.644;-2.108;-1.996;-4.115;-3.661;-7.892;-6.185;-6.479;-1.713;-0.900;-4.152;-6.264;-6.663;-5.956;-4.353;-2.577;2.736;3.891;3.116;-2.101;-6.561;-3.151;-1.911;0.557;0.476;-3.078;-6.929;-4.533;-0.329;0.489;3.276
-4.092;-2.520;-2.365;-2.443;-0.218;0.106;-2.440;-4.827;-4.554;-5.312;-1.716;0.189;-4.219;-7.125;-7.518;-7.139;-4.351;-2.895;1.214;2.863;2.139;-2.119;-5.636;-4.157;-2.778;-0.241;0.265;-3.029;-7.296;-5.006;-1.476;-0.915;2.305
-4.371;-3.223;-2.813;-2.538;1.804;4.616;-1.024;-1.225;-2.515;-3.877;-1.992;1.302;-3.979;-7.314;-7.782;-7.718;-4.375;-3.340;-0.252;2.006;1.426;-1.785;-4.185;-4.953;-3.557;-1.016;0.081;-2.683;-7.357;-5.245;-2.289;-2.188;1.438
-4.642;-3.456;-2.843;-2.227;4.110;9.373;0.626;2.770;-0.216;-2.340;-2.501;2.303;-3.576;-6.873;-7.462;-7.665;-4.326;-3.838;-1.398;1.447;1.135;-1.022;-2.185;-5.567;-4.288;-1.823;-0.238;-2.224;-7.171;-5.292;-2.747;-3.311;0.605
-4.815;-3.208;-2.407;-1.447;6.682;14.278;2.509;6.977;2.200;-0.820;-3.170;3.117;-3.178;-6.015;-6.666;-7.041;-4.147;-4.272;-2.030;1.245;1.330;0.177;0.297;-6.016;-4.961;-2.648;-0.746;-1.800;-6.805;-5.193;-2.892;-4.262;-0.243
-4.893;-2.635;-1.610;-0.276;9.417;19.150;4.561;11.200;4.601;0.623;-3.907;3.726;-2.893;-5.040;-5.615;-6.030;-3.919;-4.602;-2.147;1.339;1.923;1.706;3.084;-6.314;-5.537;-3.419;-1.366;-1.486;-6.348;-5.041;-2.857;-5.038;-1.137
-5.019;-2.041;-0.709;1.075;12.124;23.723;6.645;15.232;6.848;1.952;-4.604;4.148;-2.726;-4.183;-4.560;-4.909;-3.824;-4.910;-1.995;1.533;2.662;3.344;5.906;-6.494;-5.982;-4.068;-1.970;-1.318;-5.926;-4.992;-2.856;-5.669;-2.092
-5.410;-1.777;-0.030;2.322;14.552;27.668;8.565;18.842;8.762;3.110;-5.128;4.396;-2.620;-3.558;-3.694;-3.982;-4.038;-5.366;-1.990;1.559;3.217;4.802;8.454;-6.604;-6.314;-4.591;-2.494;-1.353;-5.692;-5.244;-3.115;-6.212;-3.104
-6.259;-2.129;0.156;3.189;16.435;30.663;10.106;21.774;10.129;4.010;-5.367;4.461;-2.559;-3.212;-3.161;-3.516;-4.678;-6.149;-2.528;1.165;3.330;5.823;10.454;-6.690;-6.590;-5.051;-2.967;-1.681;-5.799;-5.961;-3.789;-6.717;-4.132
-7.650;-3.212;-0.269;3.520;17.592;32.493;11.147;23.829;10.791;4.587;-5.354;4.368;-2.564;-3.159;-3.055;-3.663;-5.779;-7.362;-3.807;0.248;2.925;6.277;11.775;-6.738;-6.847;-5.502;-3.443;-2.359;-6.358;-7.197;-4.898;-7.167;-5.074
-9.478;-4.893;-1.204;3.365;18.029;33.149;11.696;24.948;10.732;4.863;-5.296;4.216;-2.606;-3.357;-3.371;-4.388;-7.288;-8.972;-5.738;-1.087;2.150;6.224;12.488;-6.640;-7.037;-5.926;-3.918;-3.352;-7.375;-8.859;-6.294;-7.436;-5.772
-11.454;-6.839;-2.388;2.937;17.893;32.792;11.797;25.183;10.043;4.908;-5.369;4.121;-2.622;-3.731;-4.035;-5.522;-9.101;-10.851;-7.988;-2.601;1.265;5.862;12.801;-6.255;-7.055;-6.257;-4.340;-4.554;-8.775;-10.777;-7.737;-7.361;-6.096
-13.244;-8.695;-3.552;2.465;17.320;31.620;11.424;24.618;8.845;4.775;-5.533;4.110;-2.605;-4.249;-4.986;-6.895;-11.115;-12.830;-10.165;-4.066;0.496;5.402;12.907;-5.505;-6.822;-6.453;-4.690;-5.856;-10.452;-12.770;-9.017;-6.864;-6.026
-14.568;-10.169;-4.474;2.132;16.392;29.831;10.525;23.390;7.334;4.554;-5.636;4.149;-2.593;-4.894;-6.140;-8.334;-13.192;-14.683;-11.910;-5.294;-0.010;5.022;12.947;-4.350;-6.280;-6.468;-4.944;-7.116;-12.241;-14.596;-9.958;-5.940;-5.591
-15.186;-11.030;-4.954;2.088;15.205;27.654;9.131;21.761;5.838;4.428;-5.648;4.237;-2.570;-5.557;-7.290;-9.591;-15.098;-16.095;-12.908;-6.098;-0.134;4.890;13.064;-2.722;-5.333;-6.187;-5.002;-8.112;-13.862;-15.915;-10.365;-4.587;-4.781
-14.985;-11.168;-4.879;2.378;13.840;25.278;7.385;19.997;4.655;4.565;-5.653;4.390;-2.482;-6.073;-8.153;-10.413;-16.544;-16.775;-12.983;-6.354;0.155;5.089;13.346;-0.604;-3.926;-5.493;-4.736;-8.625;-14.992;-16.426;-10.100;-2.830;-3.582
-14.105;-10.704;-4.346;2.835;12.272;22.717;5.401;18.185;3.835;4.953;-5.611;4.570;-2.308;-6.333;-8.544;-10.676;-17.283;-16.620;-12.241;-6.102;0.687;5.514;13.697;1.844;-2.150;-4.409;-4.121;-8.574;-15.411;-16.058;-9.197;-0.822;-2.101
-12.886;-9.939;-3.631;3.142;10.380;19.845;3.199;16.244;3.212;5.409;-5.294;4.683;-2.073;-6.301;-8.441;-10.397;-17.170;-15.720;-11.008;-5.527;1.154;5.910;13.874;4.302;-0.232;-3.094;-3.252;-8.030;-15.049;-14.960;-7.867;1.172;-0.557
-11.646;-9.140;-3.009;3.013;8.078;16.563;0.791;14.083;2.599;5.740;-4.511;4.649;-1.791;-5.940;-7.913;-9.662;-16.150;-14.213;-9.592;-4.811;1.323;6.049;13.660;6.467;1.609;-1.716;-2.249;-7.102;-13.925;-13.328;-6.344;2.913;0.845
-10.487;-8.363;-2.578;2.381;5.452;12.929;-1.709;11.748;1.961;5.887;-3.340;4.493;-1.422;-5.146;-6.981;-8.533;-14.235;-12.133;-8.088;-3.979;1.202;5.897;13.027;8.230;3.295;-0.329;-1.145;-5.816;-12.055;-11.221;-4.725;4.332;2.061
-9.250;-7.426;-2.206;1.473;2.785;9.175;-4.106;9.456;1.440;5.966;-2.106;4.360;-0.866;-3.817;-5.558;-6.979;-11.482;-9.410;-6.349;-2.868;1.044;5.648;12.192;9.727;4.918;1.156;0.132;-4.102;-9.414;-8.556;-2.919;5.569;3.202
-7.635;-6.065;-1.634;0.692;0.425;5.591;-6.229;7.473;1.256;6.184;-1.162;4.413;-0.040;-1.980;-3.552;-4.936;-8.041;-6.009;-4.113;-1.244;1.220;5.601;11.492;11.207;6.656;2.878;1.686;-1.890;-6.018;-5.252;-0.750;6.851;4.418
-5.420;-4.122;-0.664;0.372;-1.394;2.397;-7.975;5.977;1.559;6.697;-0.715;4.726;1.060;0.164;-1.040;-2.457;-4.183;-2.044;-1.191;1.028;2.020;5.990;11.200;12.858;8.643;4.927;3.564;0.791;-2.019;-1.342;1.896;8.334;5.772
-2.553;-1.627;0.738;0.629;-2.621;-0.308;-9.270;4.994;2.362;7.541;-0.832;5.258;2.351;2.330;1.693;0.256;-0.231;2.244;2.410;3.892;3.519;6.876;11.400;14.725;10.904;7.290;5.732;3.803;2.286;3.025;5.004;10.037;7.223
0.879;1.229;2.432;1.363;-3.355;-2.547;-10.040;4.439;3.542;8.621;-1.488;5.882;3.681;4.258;4.311;2.951;3.520;6.579;6.465;7.104;5.569;8.144;11.975;16.700;13.336;9.850;8.069;6.936;6.541;7.608;8.427;11.848;8.660
4.617;4.105;4.118;2.282;-3.811;-4.442;-10.234;4.145;4.859;9.723;-2.557;6.397;4.845;5.760;6.565;5.386;6.794;10.645;10.539;10.261;7.809;9.520;12.634;18.533;15.698;12.371;10.376;9.915;10.381;12.039;11.873;13.547;9.921
8.181;6.555;5.405;2.970;-4.273;-6.170;-9.915;3.888;6.005;10.547;-3.778;6.557;5.618;6.708;8.289;7.326;9.302;14.075;14.051;12.869;9.737;10.624;12.991;19.879;17.658;14.537;12.403;12.436;13.466;15.845;14.916;14.854;10.834
11.003;8.171;5.975;3.065;-4.961;-7.848;-9.318;3.489;6.726;10.840;-4.818;6.174;5.832;7.045;9.370;8.584;10.794;16.520;16.450;14.511;10.904;11.117;12.733;20.442;18.911;16.059;13.942;14.235;15.531;18.602;17.129;15.553;11.303
12.665;8.780;5.746;2.462;-5.895;-9.423;-8.743;2.917;6.957;10.531;-5.473;5.254;5.477;6.855;9.802;9.102;11.209;17.817;17.446;15.028;11.124;10.870;11.774;20.126;19.331;16.813;14.912;15.217;16.495;20.128;18.282;15.615;11.395
13.020;8.466;4.880;1.348;-6.917;-10.722;-8.382;2.258;6.788;9.718;-5.788;3.988;4.687;6.330;9.672;8.971;10.713;18.036;17.078;14.536;10.501;9.972;10.237;19.019;18.980;16.843;15.350;15.458;16.467;20.527;18.414;15.172;11.311
12.146;7.454;3.636;0.011;-7.854;-11.630;-8.258;1.548;6.296;8.491;-5.908;2.563;3.581;5.606;9.052;8.297;9.564;17.357;15.601;13.261;9.253;8.565;8.283;17.223;17.938;16.211;15.257;15.063;15.618;20.023;17.713;14.345;11.197
10.291;5.999;2.238;-1.336;-8.614;-12.177;-8.281;0.688;5.440;6.828;-5.869;1.018;2.176;4.662;7.940;7.128;7.971;15.948;13.372;11.403;7.563;6.725;5.983;14.755;16.183;14.888;14.521;14.055;14.075;18.799;16.384;13.127;11.015
7.873;4.400;0.893;-2.541;-9.114;-12.419;-8.275;-0.442;4.170;4.697;-5.666;-0.661;0.492;3.465;6.405;5.588;6.161;14.029;10.808;9.168;5.622;4.536;3.390;11.638;13.692;12.849;13.043;12.462;12.015;17.053;14.652;11.467;10.629
5.449;3.011;-0.171;-3.422;-9.200;-12.293;-8.003;-1.805;2.587;2.233;-5.418;-2.378;-1.306;2.135;4.711;3.984;4.484;11.966;8.371;6.851;3.706;2.198;0.656;8.045;10.595;10.222;10.914;10.459;9.768;15.105;12.812;9.414;9.980
3.527;2.114;-0.777;-3.817;-8.704;-11.652;-7.259;-3.212;0.928;-0.273;-5.289;-3.933;-2.944;0.889;3.196;2.642;3.301;10.165;6.440;4.757;2.095;-0.029;-1.999;4.248;7.156;7.265;8.395;8.336;7.723;13.311;11.141;7.105;9.089
2.336;1.760;-0.907;-3.705;-7.588;-10.427;-5.971;-4.474;-0.611;-2.554;-5.307;-5.163;-4.186;-0.120;2.044;1.690;2.776;8.854;5.154;3.056;0.905;-1.985;-4.443;0.472;3.621;4.234;5.783;6.364;6.134;11.866;9.742;4.657;7.965
1.773;1.776;-0.689;-3.223;-5.995;-8.730;-4.214;-5.522;-1.982;-4.482;-5.339;-5.997;-4.906;-0.861;1.252;1.073;2.840;8.020;4.380;1.736;0.032;-3.684;-6.714;-3.175;0.157;1.317;3.323;4.694;5.058;10.755;8.513;2.123;6.582
1.581;1.896;-0.301;-2.580;-4.195;-6.814;-2.156;-6.434;-3.283;-6.068;-5.188;-6.412;-5.070;-1.368;0.756;0.698;3.326;7.528;3.856;0.682;-0.736;-5.253;-8.958;-6.659;-3.123;-1.357;1.167;3.354;4.422;9.837;7.254;-0.473;4.914
1.541;1.918;0.105;-1.967;-2.475;-4.974;-0.024;-7.409;-4.682;-7.395;-4.657;-6.390;-4.721;-1.689;0.511;0.522;4.067;7.234;3.353;-0.225;-1.580;-6.813;-11.306;-9.956;-6.133;-3.694;-0.636;2.275;4.092;8.957;5.794;-3.108;2.969
1.568;1.762;0.426;-1.509;-1.062;-3.460;1.936;-8.700;-6.355;-8.554;-3.580;-5.925;-3.950;-1.863;0.466;0.519;4.913;7.039;2.742;-1.051;-2.571;-8.415;-13.804;-13.024;-8.803;-5.646;-2.109;1.359;3.931;8.005;4.052;-5.736;0.787
1.696;1.469;0.635;-1.230;-0.073;-2.421;3.574;-10.501;-8.392;-9.582;-1.902;-5.043;-2.875;-1.924;0.530;0.614;5.711;6.861;1.999;-1.819;-3.671;-10.011;-16.372;-15.810;-11.082;-7.212;-3.310;0.508;3.804;6.916;2.049;-8.290;-1.579
2.020;1.165;0.799;-1.032;0.545;-1.835;4.938;-12.778;-10.670;-10.407;0.203;-3.795;-1.609;-1.913;0.593;0.679;6.305;6.626;1.206;-2.513;-4.742;-11.444;-18.802;-18.227;-12.921;-8.421;-4.296;-0.342;3.588;5.665;-0.097;-10.682;-4.058
2.590;0.980;1.034;-0.739;0.993;-1.500;6.217;-15.179;-12.823;-10.858;2.386;-2.250;-0.239;-1.847;0.575;0.598;6.575;6.270;0.503;-3.089;-5.593;-12.497;-20.797;-20.147;-14.258;-9.300;-5.097;-1.218;3.205;4.297;-2.199;-12.786;-6.547
3.348;0.964;1.410;-0.206;1.488;-1.161;7.567;-17.205;-14.451;-10.801;4.329;-0.510;1.163;-1.690;0.451;0.328;6.480;5.752;-0.011;-3.526;-6.099;-13.016;-22.106;-21.464;-15.059;-9.883;-5.747;-2.137;2.643;2.908;-4.076;-14.507;-8.945
4.179;1.088;1.911;0.593;2.139;-0.669;9.023;-18.499;-15.365;-10.266;5.890;1.283;2.514;-1.379;0.247;-0.097;6.080;5.063;-0.326;-3.867;-6.273;-13.011;-22.644;-22.173;-15.374;-10.254;-6.320;-3.128;1.927;1.591;-5.628;-15.833;-11.194
4.987;1.275;2.453;1.568;2.914;-0.046;10.513;-18.969;-15.623;-9.420;7.089;2.988;3.727;-0.894;0.024;-0.595;5.523;4.230;-0.507;-4.211;-6.255;-12.647;-22.501;-22.375;-15.324;-10.529;-6.922;-4.217;1.098;0.391;-6.850;-16.828;-13.261
5.644;1.388;2.905;2.537;3.680;0.564;11.866;-18.700;-15.369;-8.405;8.056;4.514;4.755;-0.277;-0.158;-1.085;4.965;3.299;-0.693;-4.676;-6.252;-12.163;-21.871;-22.219;-15.030;-10.792;-7.617;-5.377;0.212;-0.701;-7.817;-17.562;-15.097
5.939;1.259;3.103;3.295;4.269;0.986;12.843;-17.841;-14.684;-7.216;8.935;5.835;5.617;0.436;-0.278;-1.546;4.475;2.310;-1.061;-5.351;-6.461;-11.772;-20.951;-21.821;-14.542;-11.037;-8.378;-6.515;-0.665;-1.709;-8.625;-18.068;-16.602
5.619;0.748;2.908;3.681;4.528;1.094;13.214;-16.566;-13.589;-5.742;9.786;6.955;6.362;1.210;-0.385;-2.035;3.990;1.276;-1.744;-6.250;-7.002;-11.596;-19.887;-21.231;-13.839;-11.199;-9.129;-7.540;-1.495;-2.643;-9.338;-18.343;-17.644
4.519;-0.198;2.252;3.612;4.355;0.847;12.857;-15.047;-12.127;-3.924;10.556;7.866;6.999;1.938;-0.579;-2.649;3.356;0.196;-2.793;-7.332;-7.900;-11.650;-18.756;-20.444;-12.888;-11.206;-9.804;-8.425;-2.283;-3.491;-9.974;-18.360;-18.095
2.723;-1.483;1.217;3.125;3.774;0.329;11.816;-13.385;-10.360;-1.814;11.068;8.568;7.521;2.474;-0.938;-3.415;2.452;-0.903;-4.110;-8.477;-9.043;-11.814;-17.510;-19.383;-11.650;-10.972;-10.321;-9.158;-3.028;-4.210;-10.484;-18.053;-17.859
0.630;-2.837;0.059;2.422;2.982;-0.255;10.324;-11.557;-8.318;0.476;11.059;9.100;7.934;2.727;-1.457;-4.241;1.310;-1.922;-5.419;-9.479;-10.169;-11.843;-15.975;-17.899;-10.064;-10.391;-10.558;-9.674;-3.681;-4.714;-10.735;-17.304;-16.881
-1.238;-3.939;-0.933;1.761;2.228;-0.693;8.699;-9.511;-6.048;2.795;10.332;9.478;8.203;2.678;-2.063;-4.979;0.095;-2.738;-6.399;-10.129;-10.951;-11.481;-13.976;-15.883;-8.115;-9.427;-10.451;-9.904;-4.183;-4.936;-10.588;-16.033;-15.211
-2.532;-4.627;-1.631;1.285;1.639;-0.885;7.207;-7.289;-3.693;4.947;8.925;9.622;8.198;2.332;-2.696;-5.544;-1.028;-3.303;-6.886;-10.360;-11.180;-10.619;-11.481;-13.372;-5.919;-8.196;-10.074;-9.862;-4.529;-4.904;-10.027;-14.289;-13.050
-3.168;-4.942;-2.085;0.979;1.186;-0.857;5.968;-5.007;-1.437;6.752;7.115;9.393;7.743;1.698;-3.358;-5.957;-1.977;-3.674;-6.916;-10.262;-10.833;-9.297;-8.600;-10.520;-3.676;-6.904;-9.581;-9.645;-4.791;-4.758;-9.183;-12.236;-10.704
-3.250;-5.017;-2.382;0.773;0.806;-0.676;4.924;-2.737;0.631;8.164;5.293;8.732;6.769;0.831;-4.061;-6.285;-2.744;-3.944;-6.641;-9.976;-10.013;-7.611;-5.470;-7.484;-1.533;-5.700;-9.072;-9.345;-5.038;-4.660;-8.254;-10.038;-8.460
-2.948;-4.940;-2.542;0.651;0.513;-0.363;3.942;-0.435;2.582;9.302;3.739;7.745;5.428;-0.101;-4.720;-6.534;-3.323;-4.162;-6.232;-9.587;-8.849;-5.626;-2.174;-4.331;0.509;-4.578;-8.504;-8.961;-5.252;-4.688;-7.402;-7.772;-6.464
-2.401;-4.721;-2.545;0.634;0.385;0.094;2.944;1.995;4.562;10.337;2.519;6.630;4.018;-0.866;-5.171;-6.621;-3.685;-4.315;-5.836;-9.106;-7.453;-3.385;1.240;-1.060;2.539;-3.412;-7.749;-8.420;-5.340;-4.810;-6.711;-5.443;-4.719
-1.734;-4.366;-2.422;0.696;0.434;0.650;1.873;4.550;6.625;11.337;1.645;5.515;2.772;-1.312;-5.305;-6.453;-3.810;-4.400;-5.588;-8.552;-5.945;-0.970;4.670;2.278;4.597;-2.113;-6.731;-7.677;-5.245;-4.960;-6.232;-3.076;-3.183
-1.077;-3.919;-2.262;0.739;0.547;1.181;0.640;7.076;8.681;12.232;1.188;4.407;1.766;-1.447;-5.134;-6.006;-3.701;-4.436;-5.582;-7.984;-4.452;1.497;7.974;5.557;6.616;-0.692;-5.487;-6.763;-4.982;-5.080;-5.979;-0.729;-1.818
